layer,train_input,test_input,subset,fold,auroc,n,pos
24,q,cq,C-,0,0.7153638814016171,123,70
24,q,cq,C-,1,0.6539912005028283,123,86
24,q,cq,C-,2,0.731890331890332,122,77
24,q,cq,C-,3,0.7274065351780984,122,79
24,q,cq,C-,4,0.6312229437229437,122,66
24,cq,cq,all,oof,0.7847165694387916,1224,756
24,cq,cq,all,0,0.7275606469002694,246,140
24,cq,cq,all,1,0.7791483343808925,246,172
24,cq,cq,all,2,0.8217171717171718,244,154
24,cq,cq,all,3,0.8347070944951428,244,158
24,cq,cq,all,4,0.7730654761904762,244,132
24,cq,cq,C+,oof,0.7845950345950347,612,378
24,cq,cq,C+,0,0.7215633423180593,123,70
24,cq,cq,C+,1,0.7935260842237587,123,86
24,cq,cq,C+,2,0.8181818181818181,122,77
24,cq,cq,C+,3,0.8348542831910509,122,79
24,cq,cq,C+,4,0.7711038961038961,122,66
24,cq,cq,C-,oof,0.7844254510921178,612,378
24,cq,cq,C-,0,0.7334231805929919,123,70
24,cq,cq,C-,1,0.765556253928347,123,86
24,cq,cq,C-,2,0.8256854256854257,122,77
24,cq,cq,C-,3,0.8342655284074183,122,79
24,cq,cq,C-,4,0.7757034632034632,122,66
24,cq,q,all,oof,0.6914032469588025,1224,756
24,cq,q,all,0,0.6428571428571428,246,140
24,cq,q,all,1,0.7539283469516027,246,172
24,cq,q,all,2,0.7861471861471861,244,154
24,cq,q,all,3,0.6552840741831029,244,158
24,cq,q,all,4,0.6469155844155845,244,132
24,cq,q,C+,oof,0.6914032469588025,612,378
24,cq,q,C+,0,0.6428571428571428,123,70
24,cq,q,C+,1,0.7539283469516027,123,86
24,cq,q,C+,2,0.7861471861471861,122,77
24,cq,q,C+,3,0.6552840741831026,122,79
24,cq,q,C+,4,0.6469155844155844,122,66
24,cq,q,C-,oof,0.6914032469588025,612,378
24,cq,q,C-,0,0.6428571428571428,123,70
24,cq,q,C-,1,0.7539283469516027,123,86
24,cq,q,C-,2,0.7861471861471861,122,77
24,cq,q,C-,3,0.6552840741831026,122,79
24,cq,q,C-,4,0.6469155844155844,122,66
25,q,q,all,oof,0.8591665536109981,1224,756
25,q,q,all,0,0.802156334231806,246,140
25,q,q,all,1,0.8840351979886862,246,172
25,q,q,all,2,0.9067821067821068,244,154
25,q,q,all,3,0.8831321754489254,244,158
25,q,q,all,4,0.8474025974025975,244,132
25,q,q,C+,oof,0.859166553610998,612,378
25,q,q,C+,0,0.8021563342318059,123,70
25,q,q,C+,1,0.8840351979886862,123,86
25,q,q,C+,2,0.9067821067821068,122,77
25,q,q,C+,3,0.8831321754489255,122,79
25,q,q,C+,4,0.8474025974025975,122,66
25,q,q,C-,oof,0.859166553610998,612,378
25,q,q,C-,0,0.8021563342318059,123,70
25,q,q,C-,1,0.8840351979886862,123,86
25,q,q,C-,2,0.9067821067821068,122,77
25,q,q,C-,3,0.8831321754489255,122,79
25,q,q,C-,4,0.8474025974025975,122,66
25,q,cq,all,oof,0.6590806313028535,1224,756
25,q,cq,all,0,0.6970350404312667,246,140
25,q,cq,all,1,0.6319138906348208,246,172
25,q,cq,all,2,0.6914141414141414,244,154
25,q,cq,all,3,0.6851633794524582,244,158
25,q,cq,all,4,0.6202651515151516,244,132
25,q,cq,C+,oof,0.6475489531045087,612,378
25,q,cq,C+,0,0.693800539083558,123,70
25,q,cq,C+,1,0.6222501571338781,123,86
25,q,cq,C+,2,0.6597402597402598,122,77
25,q,cq,C+,3,0.6629378863703268,122,79
25,q,cq,C+,4,0.6220238095238095,122,66
25,q,cq,C-,oof,0.673890923890924,612,378
25,q,cq,C-,0,0.7091644204851751,123,70
25,q,cq,C-,1,0.6429918290383406,123,86
25,q,cq,C-,2,0.7252525252525253,122,77
25,q,cq,C-,3,0.7132764203709154,122,79
25,q,cq,C-,4,0.6225649350649352,122,66
25,cq,cq,all,oof,0.7796262379595713,1224,756
25,cq,cq,all,0,0.7283018867924527,246,140
25,cq,cq,all,1,0.7606851037083594,246,172
25,cq,cq,all,2,0.8150072150072151,244,154
25,cq,cq,all,3,0.8312481601413012,244,158
25,cq,cq,all,4,0.7752976190476191,244,132
25,cq,cq,C+,oof,0.779100529100529,612,378
25,cq,cq,C+,0,0.7277628032345013,123,70
25,cq,cq,C+,1,0.7608422375864236,123,86
25,cq,cq,C+,2,0.8213564213564213,122,77
25,cq,cq,C+,3,0.8242566970856638,122,79
25,cq,cq,C+,4,0.7686688311688312,122,66
25,cq,cq,C-,oof,0.7796205851761406,612,378
25,cq,cq,C-,0,0.7296495956873316,123,70
25,cq,cq,C-,1,0.7592708988057825,123,86
25,cq,cq,C-,2,0.806060606060606,122,77
25,cq,cq,C-,3,0.8375036797173978,122,79
25,cq,cq,C-,4,0.7805735930735931,122,66
25,cq,q,all,oof,0.7138221860444083,1224,756
25,cq,q,all,0,0.6722371967654985,246,140
25,cq,q,all,1,0.7602137020741672,246,172
25,cq,q,all,2,0.7959595959595959,244,154
25,cq,q,all,3,0.6758904916102444,244,158
25,cq,q,all,4,0.676677489177489,244,132
25,cq,q,C+,oof,0.7138221860444083,612,378
25,cq,q,C+,0,0.6722371967654986,123,70
25,cq,q,C+,1,0.7602137020741672,123,86
25,cq,q,C+,2,0.795959595959596,122,77
25,cq,q,C+,3,0.6758904916102444,122,79
25,cq,q,C+,4,0.6766774891774892,122,66
25,cq,q,C-,oof,0.7138221860444083,612,378
25,cq,q,C-,0,0.6722371967654986,123,70
25,cq,q,C-,1,0.7602137020741672,123,86
25,cq,q,C-,2,0.795959595959596,122,77
25,cq,q,C-,3,0.6758904916102444,122,79
25,cq,q,C-,4,0.6766774891774892,122,66
26,q,q,all,oof,0.8578098855876634,1224,756
26,q,q,all,0,0.8070080862533693,246,140
26,q,q,all,1,0.8774355751099937,246,172
26,q,q,all,2,0.8949494949494949,244,154
26,q,q,all,3,0.8816602884898439,244,158
26,q,q,all,4,0.8544372294372294,244,132
26,q,q,C+,oof,0.8578098855876632,612,378
26,q,q,C+,0,0.8070080862533693,123,70
26,q,q,C+,1,0.8774355751099937,123,86
26,q,q,C+,2,0.8949494949494948,122,77
26,q,q,C+,3,0.8816602884898439,122,79
26,q,q,C+,4,0.8544372294372294,122,66
26,q,q,C-,oof,0.8578098855876632,612,378
26,q,q,C-,0,0.8070080862533693,123,70
26,q,q,C-,1,0.8774355751099937,123,86
26,q,q,C-,2,0.8949494949494948,122,77
26,q,q,C-,3,0.8816602884898439,122,79
26,q,q,C-,4,0.8544372294372294,122,66
26,q,cq,all,oof,0.6516528738750961,1224,756
26,q,cq,all,0,0.710579514824798,246,140
26,q,cq,all,1,0.6128221244500315,246,172
26,q,cq,all,2,0.6761904761904761,244,154
26,q,cq,all,3,0.6739034442154843,244,158
26,q,cq,all,4,0.6312229437229437,244,132
26,q,cq,C+,oof,0.6377357210690544,612,378
26,q,cq,C+,0,0.7070080862533692,123,70
26,q,cq,C+,1,0.6027655562539284,123,86
26,q,cq,C+,2,0.6343434343434343,122,77
26,q,cq,C+,3,0.6470415072122462,122,79
26,q,cq,C+,4,0.6325757575757577,122,66
26,q,cq,C-,oof,0.670487948265726,612,378
26,q,cq,C-,0,0.7199460916442049,123,70
26,q,cq,C-,1,0.6253928346951604,123,86
26,q,cq,C-,2,0.7217893217893218,122,77
26,q,cq,C-,3,0.7097438916691198,122,79
26,q,cq,C-,4,0.6325757575757577,122,66
26,cq,cq,all,oof,0.789897345452901,1224,756
26,cq,cq,all,0,0.7301212938005391,246,140
26,cq,cq,all,1,0.7750628535512256,246,172
26,cq,cq,all,2,0.8306637806637807,244,154
26,cq,cq,all,3,0.8409626140712393,244,158
26,cq,cq,all,4,0.787405303030303,244,132
26,cq,cq,C+,oof,0.7872292316736762,612,378
26,cq,cq,C+,0,0.7334231805929918,123,70
26,cq,cq,C+,1,0.7787554996857322,123,86
26,cq,cq,C+,2,0.8227994227994228,122,77
26,cq,cq,C+,3,0.828377980571092,122,79
26,cq,cq,C+,4,0.7878787878787878,122,66
26,cq,cq,C-,oof,0.7912540134762356,612,378
26,cq,cq,C-,0,0.7274932614555255,123,70
26,cq,cq,C-,1,0.7721558768070396,123,86
26,cq,cq,C-,2,0.8404040404040404,122,77
26,cq,cq,C-,3,0.8504562849573153,122,79
26,cq,cq,C-,4,0.7873376623376623,122,66
26,cq,q,all,oof,0.7057274001718447,1224,756
26,cq,q,all,0,0.6339622641509434,246,140
26,cq,q,all,1,0.7256442489000628,246,172
26,cq,q,all,2,0.7965367965367965,244,154
26,cq,q,all,3,0.6443921106858994,244,158
26,cq,q,all,4,0.7159090909090908,244,132
26,cq,q,C+,oof,0.7057274001718445,612,378
26,cq,q,C+,0,0.6339622641509433,123,70
26,cq,q,C+,1,0.7256442489000628,123,86
26,cq,q,C+,2,0.7965367965367965,122,77
26,cq,q,C+,3,0.6443921106858993,122,79
26,cq,q,C+,4,0.7159090909090907,122,66
26,cq,q,C-,oof,0.7057274001718445,612,378
26,cq,q,C-,0,0.6339622641509433,123,70
26,cq,q,C-,1,0.7256442489000628,123,86
26,cq,q,C-,2,0.7965367965367965,122,77
26,cq,q,C-,3,0.6443921106858993,122,79
26,cq,q,C-,4,0.7159090909090907,122,66
27,q,q,all,oof,0.8638922805589472,1224,756
27,q,q,all,0,0.8161725067385446,246,140
27,q,q,all,1,0.893463230672533,246,172
27,q,q,all,2,0.8923520923520923,244,154
27,q,q,all,3,0.8919634972034147,244,158
27,q,q,all,4,0.85254329004329,244,132
27,q,q,C+,oof,0.8638922805589472,612,378
27,q,q,C+,0,0.8161725067385445,123,70
27,q,q,C+,1,0.893463230672533,123,86
27,q,q,C+,2,0.8923520923520923,122,77
27,q,q,C+,3,0.8919634972034148,122,79
27,q,q,C+,4,0.85254329004329,122,66
27,q,q,C-,oof,0.8638922805589472,612,378
27,q,q,C-,0,0.8161725067385445,123,70
27,q,q,C-,1,0.893463230672533,123,86
27,q,q,C-,2,0.8923520923520923,122,77
27,q,q,C-,3,0.8919634972034148,122,79
27,q,q,C-,4,0.85254329004329,122,66
27,q,cq,all,oof,0.660253583864695,1224,756
27,q,cq,all,0,0.723045822102426,246,140
27,q,cq,all,1,0.635135135135135,246,172
27,q,cq,all,2,0.6800865800865802,244,154
27,q,cq,all,3,0.6730203120400353,244,158
27,q,cq,all,4,0.634469696969697,244,132
27,q,cq,C+,oof,0.6393411115633338,612,378
27,q,cq,C+,0,0.720754716981132,123,70
27,q,cq,C+,1,0.615021998742929,123,86
27,q,cq,C+,2,0.6282828282828281,122,77
27,q,cq,C+,3,0.6311451280541654,122,79
27,q,cq,C+,4,0.6336580086580087,122,66
27,q,cq,C-,oof,0.6835797946909057,612,378
27,q,cq,C-,0,0.734501347708895,123,70
27,q,cq,C-,1,0.6483343808925204,123,86
27,q,cq,C-,2,0.7347763347763347,122,77
27,q,cq,C-,3,0.7191639682072416,122,79
27,q,cq,C-,4,0.6360930735930735,122,66
27,cq,cq,all,oof,0.7946061140505586,1224,756
27,cq,cq,all,0,0.7398921832884097,246,140
27,cq,cq,all,1,0.7751414204902576,246,172
27,cq,cq,all,2,0.8421356421356422,244,154
27,cq,cq,all,3,0.8336031792758316,244,158
27,cq,cq,all,4,0.7932224025974026,244,132
27,cq,cq,C+,oof,0.795346628679962,612,378
27,cq,cq,C+,0,0.7388140161725069,123,70
27,cq,cq,C+,1,0.7844123192960403,123,86
27,cq,cq,C+,2,0.8418470418470418,122,77
27,cq,cq,C+,3,0.8230791875183986,122,79
27,cq,cq,C+,4,0.7911255411255411,122,66
27,cq,cq,C-,oof,0.7942612942612943,612,378
27,cq,cq,C-,0,0.7407008086253369,123,70
27,cq,cq,C-,1,0.7661847894406035,123,86
27,cq,cq,C-,2,0.8455988455988456,122,77
27,cq,cq,C-,3,0.8419193405946424,122,79
27,cq,cq,C-,4,0.7951839826839826,122,66
27,cq,q,all,oof,0.7409781576448243,1224,756
27,cq,q,all,0,0.6859838274932615,246,140
27,cq,q,all,1,0.7652419861722187,246,172
27,cq,q,all,2,0.8138528138528138,244,154
27,cq,q,all,3,0.7035619664409773,244,158
27,cq,q,all,4,0.761904761904762,244,132
27,cq,q,C+,oof,0.7409781576448243,612,378
27,cq,q,C+,0,0.6859838274932615,123,70
27,cq,q,C+,1,0.7652419861722187,123,86
27,cq,q,C+,2,0.8138528138528138,122,77
27,cq,q,C+,3,0.7035619664409772,122,79
27,cq,q,C+,4,0.7619047619047619,122,66
27,cq,q,C-,oof,0.7409781576448243,612,378
27,cq,q,C-,0,0.6859838274932615,123,70
27,cq,q,C-,1,0.7652419861722187,123,86
27,cq,q,C-,2,0.8138528138528138,122,77
27,cq,q,C-,3,0.7035619664409772,122,79
27,cq,q,C-,4,0.7619047619047619,122,66
28,q,q,all,oof,0.8610545832768055,1224,756
28,q,q,all,0,0.8123989218328842,246,140
28,q,q,all,1,0.8846637335009427,246,172
28,q,q,all,2,0.8946608946608947,244,154
28,q,q,all,3,0.8825434206652929,244,158
28,q,q,all,4,0.8536255411255411,244,132
28,q,q,C+,oof,0.8610545832768055,612,378
28,q,q,C+,0,0.8123989218328841,123,70
28,q,q,C+,1,0.8846637335009427,123,86
28,q,q,C+,2,0.8946608946608946,122,77
28,q,q,C+,3,0.8825434206652929,122,79
28,q,q,C+,4,0.8536255411255412,122,66
28,q,q,C-,oof,0.8610545832768055,612,378
28,q,q,C-,0,0.8123989218328841,123,70
28,q,q,C-,1,0.8846637335009427,123,86
28,q,q,C-,2,0.8946608946608946,122,77
28,q,q,C-,3,0.8825434206652929,122,79
28,q,q,C-,4,0.8536255411255412,122,66
28,q,cq,all,oof,0.6499909555465111,1224,756
28,q,cq,all,0,0.7176549865229109,246,140
28,q,cq,all,1,0.6447203016970458,246,172
28,q,cq,all,2,0.6644300144300144,244,154
28,q,cq,all,3,0.6520459228731234,244,158
28,q,cq,all,4,0.6204004329004329,244,132
28,q,cq,C+,oof,0.6317211594989373,612,378
28,q,cq,C+,0,0.7202156334231806,123,70
28,q,cq,C+,1,0.6473915776241358,123,86
28,q,cq,C+,2,0.6193362193362193,122,77
28,q,cq,C+,3,0.6022961436561671,122,79
28,q,cq,C+,4,0.6098484848484849,122,66
28,q,cq,C-,oof,0.6718898385565051,612,378
28,q,cq,C-,0,0.7250673854447439,123,70
28,q,cq,C-,1,0.6458202388434946,123,86
28,q,cq,C-,2,0.7220779220779221,122,77
28,q,cq,C-,3,0.6988519281719164,122,79
28,q,cq,C-,4,0.6271645021645023,122,66
28,cq,cq,all,oof,0.7865282865282864,1224,756
28,cq,cq,all,0,0.7444070080862534,246,140
28,cq,cq,all,1,0.7650848522941546,246,172
28,cq,cq,all,2,0.8369408369408369,244,154
28,cq,cq,all,3,0.8121872240211954,244,158
28,cq,cq,all,4,0.7862554112554112,244,132
28,cq,cq,C+,oof,0.789241622574956,612,378
28,cq,cq,C+,0,0.7557951482479784,123,70
28,cq,cq,C+,1,0.7737272155876807,123,86
28,cq,cq,C+,2,0.8352092352092353,122,77
28,cq,cq,C+,3,0.8007065057403591,122,79
28,cq,cq,C+,4,0.7892316017316017,122,66
28,cq,cq,C-,oof,0.7838036449147561,612,378
28,cq,cq,C-,0,0.7309973045822102,123,70
28,cq,cq,C-,1,0.7545568824638592,123,86
28,cq,cq,C-,2,0.838961038961039,122,77
28,cq,cq,C-,3,0.8242566970856638,122,79
28,cq,cq,C-,4,0.7859848484848484,122,66
28,cq,q,all,oof,0.7507574729796953,1224,756
28,cq,q,all,0,0.7296495956873316,246,140
28,cq,q,all,1,0.7891263356379635,246,172
28,cq,q,all,2,0.8207792207792207,244,154
28,cq,q,all,3,0.6741242272593464,244,158
28,cq,q,all,4,0.7483766233766235,244,132
28,cq,q,C+,oof,0.7507574729796952,612,378
28,cq,q,C+,0,0.7296495956873315,123,70
28,cq,q,C+,1,0.7891263356379636,123,86
28,cq,q,C+,2,0.8207792207792207,122,77
28,cq,q,C+,3,0.6741242272593465,122,79
28,cq,q,C+,4,0.7483766233766234,122,66
28,cq,q,C-,oof,0.7507574729796952,612,378
28,cq,q,C-,0,0.7296495956873315,123,70
28,cq,q,C-,1,0.7891263356379636,123,86
28,cq,q,C-,2,0.8207792207792207,122,77
28,cq,q,C-,3,0.6741242272593465,122,79
28,cq,q,C-,4,0.7483766233766234,122,66
29,q,q,all,oof,0.866831727942839,1224,756
29,q,q,all,0,0.8188679245283019,246,140
29,q,q,all,1,0.8937774984286613,246,172
29,q,q,all,2,0.8987012987012988,244,154
29,q,q,all,3,0.8946128937297615,244,158
29,q,q,all,4,0.8530844155844155,244,132
29,q,q,C+,oof,0.866831727942839,612,378
29,q,q,C+,0,0.8188679245283019,123,70
29,q,q,C+,1,0.8937774984286612,123,86
29,q,q,C+,2,0.8987012987012987,122,77
29,q,q,C+,3,0.8946128937297616,122,79
29,q,q,C+,4,0.8530844155844155,122,66
29,q,q,C-,oof,0.866831727942839,612,378
29,q,q,C-,0,0.8188679245283019,123,70
29,q,q,C-,1,0.8937774984286612,123,86
29,q,q,C-,2,0.8987012987012987,122,77
29,q,q,C-,3,0.8946128937297616,122,79
29,q,q,C-,4,0.8530844155844155,122,66
29,q,cq,all,oof,0.6597844028399584,1224,756
29,q,cq,all,0,0.7269541778975741,246,140
29,q,cq,all,1,0.6604336895034569,246,172
29,q,cq,all,2,0.6611111111111111,244,154
29,q,cq,all,3,0.6670591698557551,244,158
29,q,cq,all,4,0.612486471861472,244,132
29,q,cq,C+,oof,0.6416248360692804,612,378
29,q,cq,C+,0,0.7274932614555256,123,70
29,q,cq,C+,1,0.6539912005028284,123,86
29,q,cq,C+,2,0.6207792207792207,122,77
29,q,cq,C+,3,0.6234913158669414,122,79
29,q,cq,C+,4,0.6057900432900433,122,66
29,q,cq,C-,oof,0.6845181567403791,612,378
29,q,cq,C-,0,0.7331536388140162,123,70
29,q,cq,C-,1,0.6725329981143935,123,86
29,q,cq,C-,2,0.718037518037518,122,77
29,q,cq,C-,3,0.7179864586399763,122,79
29,q,cq,C-,4,0.6195887445887447,122,66
29,cq,cq,all,oof,0.7870850856961968,1224,756
29,cq,cq,all,0,0.7462264150943396,246,140
29,cq,cq,all,1,0.7815053425518542,246,172
29,cq,cq,all,2,0.8277056277056277,244,154
29,cq,cq,all,3,0.8164556962025317,244,158
29,cq,cq,all,4,0.7777326839826839,244,132
29,cq,cq,C+,oof,0.7904174015285126,612,378
29,cq,cq,C+,0,0.7587601078167117,123,70
29,cq,cq,C+,1,0.7884978001257071,123,86
29,cq,cq,C+,2,0.8167388167388168,122,77
29,cq,cq,C+,3,0.8045334118339711,122,79
29,cq,cq,C+,4,0.7913961038961039,122,66
29,cq,cq,C-,oof,0.7839393117170896,612,378
29,cq,cq,C-,0,0.7309973045822102,123,70
29,cq,cq,C-,1,0.7715273412947833,123,86
29,cq,cq,C-,2,0.8415584415584415,122,77
29,cq,cq,C-,3,0.8269060936120106,122,79
29,cq,cq,C-,4,0.7648809523809523,122,66
29,cq,q,all,oof,0.7546352824130602,1224,756
29,cq,q,all,0,0.721832884097035,246,140
29,cq,q,all,1,0.79855436832181,246,172
29,cq,q,all,2,0.8089466089466089,244,154
29,cq,q,all,3,0.6979687959964674,244,158
29,cq,q,all,4,0.746482683982684,244,132
29,cq,q,C+,oof,0.7546352824130602,612,378
29,cq,q,C+,0,0.721832884097035,123,70
29,cq,q,C+,1,0.7985543683218101,123,86
29,cq,q,C+,2,0.8089466089466089,122,77
29,cq,q,C+,3,0.6979687959964676,122,79
29,cq,q,C+,4,0.746482683982684,122,66
29,cq,q,C-,oof,0.7546352824130602,612,378
29,cq,q,C-,0,0.721832884097035,123,70
29,cq,q,C-,1,0.7985543683218101,123,86
29,cq,q,C-,2,0.8089466089466089,122,77
29,cq,q,C-,3,0.6979687959964676,122,79
29,cq,q,C-,4,0.746482683982684,122,66
30,q,q,all,oof,0.8722470944693168,1224,756
30,q,q,all,0,0.8194070080862533,246,140
30,q,q,all,1,0.8969201759899434,246,172
30,q,q,all,2,0.9105339105339106,244,154
30,q,q,all,3,0.8990285546070063,244,158
30,q,q,all,4,0.862012987012987,244,132
30,q,q,C+,oof,0.8722470944693168,612,378
30,q,q,C+,0,0.8194070080862534,123,70
30,q,q,C+,1,0.8969201759899434,123,86
30,q,q,C+,2,0.9105339105339105,122,77
30,q,q,C+,3,0.8990285546070063,122,79
30,q,q,C+,4,0.862012987012987,122,66
30,q,q,C-,oof,0.8722470944693168,612,378
30,q,q,C-,0,0.8194070080862534,123,70
30,q,q,C-,1,0.8969201759899434,123,86
30,q,q,C-,2,0.9105339105339105,122,77
30,q,q,C-,3,0.8990285546070063,122,79
30,q,q,C-,4,0.862012987012987,122,66
30,q,cq,all,oof,0.6538037579704247,1224,756
30,q,cq,all,0,0.726010781671159,246,140
30,q,cq,all,1,0.6623192960402261,246,172
30,q,cq,all,2,0.6542568542568542,244,154
30,q,cq,all,3,0.6768472181336475,244,158
30,q,cq,all,4,0.5765016233766234,244,132
30,q,cq,C+,oof,0.6295731017953239,612,378
30,q,cq,C+,0,0.7175202156334232,123,70
30,q,cq,C+,1,0.6473915776241358,123,86
30,q,cq,C+,2,0.6080808080808081,122,77
30,q,cq,C+,3,0.627906976744186,122,79
30,q,cq,C+,4,0.5587121212121212,122,66
30,q,cq,C-,oof,0.6829014606792384,612,378
30,q,cq,C-,0,0.7431266846361186,123,70
30,q,cq,C-,1,0.6775612822124449,123,86
30,q,cq,C-,2,0.7119769119769119,122,77
30,q,cq,C-,3,0.7368266117162202,122,79
30,q,cq,C-,4,0.5928030303030303,122,66
30,cq,cq,all,oof,0.7810507393840727,1224,756
30,cq,cq,all,0,0.7469676549865228,246,140
30,cq,cq,all,1,0.7833123821495913,246,172
30,cq,cq,all,2,0.8207792207792208,244,154
30,cq,cq,all,3,0.8012216661760377,244,158
30,cq,cq,all,4,0.7820616883116884,244,132
30,cq,cq,C+,oof,0.7802876136209469,612,378
30,cq,cq,C+,0,0.7576819407008086,123,70
30,cq,cq,C+,1,0.784098051539912,123,86
30,cq,cq,C+,2,0.7997113997113997,122,77
30,cq,cq,C+,3,0.7886370326758906,122,79
30,cq,cq,C+,4,0.7892316017316018,122,66
30,cq,cq,C-,oof,0.7812372812372812,612,378
30,cq,cq,C-,0,0.7353099730458221,123,70
30,cq,cq,C-,1,0.7809553739786298,123,86
30,cq,cq,C-,2,0.8421356421356421,122,77
30,cq,cq,C-,3,0.8095378274948484,122,79
30,cq,cq,C-,4,0.7778679653679653,122,66
30,cq,q,all,oof,0.7656355989689323,1224,756
30,cq,q,all,0,0.7477088948787062,246,140
30,cq,q,all,1,0.8004399748585795,246,172
30,cq,q,all,2,0.8106782106782107,244,154
30,cq,q,all,3,0.7235796290844863,244,158
30,cq,q,all,4,0.7581168831168831,244,132
30,cq,q,C+,oof,0.7656355989689322,612,378
30,cq,q,C+,0,0.7477088948787062,123,70
30,cq,q,C+,1,0.8004399748585795,123,86
30,cq,q,C+,2,0.8106782106782106,122,77
30,cq,q,C+,3,0.7235796290844863,122,79
30,cq,q,C+,4,0.7581168831168832,122,66
30,cq,q,C-,oof,0.7656355989689322,612,378
30,cq,q,C-,0,0.7477088948787062,123,70
30,cq,q,C-,1,0.8004399748585795,123,86
30,cq,q,C-,2,0.8106782106782106,122,77
30,cq,q,C-,3,0.7235796290844863,122,79
30,cq,q,C-,4,0.7581168831168832,122,66
31,q,q,all,oof,0.8739881517659296,1224,756
31,q,q,all,0,0.8102425876010781,246,140
31,q,q,all,1,0.8997485857950974,246,172
31,q,q,all,2,0.9125541125541126,244,154
31,q,q,all,3,0.9072711215778628,244,158
31,q,q,all,4,0.869047619047619,244,132
31,q,q,C+,oof,0.8739881517659296,612,378
31,q,q,C+,0,0.8102425876010781,123,70
31,q,q,C+,1,0.8997485857950974,123,86
31,q,q,C+,2,0.9125541125541126,122,77
31,q,q,C+,3,0.9072711215778628,122,79
31,q,q,C+,4,0.869047619047619,122,66
31,q,q,C-,oof,0.8739881517659296,612,378
31,q,q,C-,0,0.8102425876010781,123,70
31,q,q,C-,1,0.8997485857950974,123,86
31,q,q,C-,2,0.9125541125541126,122,77
31,q,q,C-,3,0.9072711215778628,122,79
31,q,q,C-,4,0.869047619047619,122,66
31,q,cq,all,oof,0.6460311807534029,1224,756
31,q,cq,all,0,0.7146226415094339,246,140
31,q,cq,all,1,0.6726901319924576,246,172
31,q,cq,all,2,0.6728715728715727,244,154
31,q,cq,all,3,0.6823667942302032,244,158
31,q,cq,all,4,0.5727813852813852,244,132
31,q,cq,C+,oof,0.6186971464749242,612,378
31,q,cq,C+,0,0.704043126684636,123,70
31,q,cq,C+,1,0.6627906976744186,123,86
31,q,cq,C+,2,0.6262626262626262,122,77
31,q,cq,C+,3,0.6335001471886959,122,79
31,q,cq,C+,4,0.5403138528138528,122,66
31,q,cq,C-,oof,0.6743883688328134,612,378
31,q,cq,C-,0,0.731266846361186,123,70
31,q,cq,C-,1,0.6785040854808296,123,86
31,q,cq,C-,2,0.7215007215007214,122,77
31,q,cq,C-,3,0.7400647630261997,122,79
31,q,cq,C-,4,0.5987554112554112,122,66
31,cq,cq,all,oof,0.7799936688825578,1224,756
31,cq,cq,all,0,0.7512129380053908,246,140
31,cq,cq,all,1,0.7862193588937774,246,172
31,cq,cq,all,2,0.8206349206349206,244,154
31,cq,cq,all,3,0.7936414483367678,244,158
31,cq,cq,all,4,0.7748917748917749,244,132
31,cq,cq,C+,oof,0.7797675575453353,612,378
31,cq,cq,C+,0,0.7611859838274934,123,70
31,cq,cq,C+,1,0.7950974230043998,123,86
31,cq,cq,C+,2,0.8051948051948051,122,77
31,cq,cq,C+,3,0.7768619370032381,122,79
31,cq,cq,C+,4,0.7797619047619048,122,66
31,cq,cq,C-,oof,0.7805476416587527,612,378
31,cq,cq,C-,0,0.7398921832884098,123,70
31,cq,cq,C-,1,0.7768698931489628,123,86
31,cq,cq,C-,2,0.8352092352092352,122,77
31,cq,cq,C-,3,0.8057109214012363,122,79
31,cq,cq,C-,4,0.7683982683982682,122,66
31,cq,q,all,oof,0.7806833084610861,1224,756
31,cq,q,all,0,0.7398921832884097,246,140
31,cq,q,all,1,0.8356379635449404,246,172
31,cq,q,all,2,0.7994227994227995,244,154
31,cq,q,all,3,0.7615543126287901,244,158
31,cq,q,all,4,0.7876082251082253,244,132
31,cq,q,C+,oof,0.7806833084610861,612,378
31,cq,q,C+,0,0.7398921832884097,123,70
31,cq,q,C+,1,0.8356379635449404,123,86
31,cq,q,C+,2,0.7994227994227994,122,77
31,cq,q,C+,3,0.76155431262879,122,79
31,cq,q,C+,4,0.7876082251082251,122,66
31,cq,q,C-,oof,0.7806833084610861,612,378
31,cq,q,C-,0,0.7398921832884097,123,70
31,cq,q,C-,1,0.8356379635449404,123,86
31,cq,q,C-,2,0.7994227994227994,122,77
31,cq,q,C-,3,0.76155431262879,122,79
31,cq,q,C-,4,0.7876082251082251,122,66
32,q,q,all,oof,0.8616876950210283,1224,756
32,q,q,all,0,0.8002695417789757,246,140
32,q,q,all,1,0.8959773727215589,246,172
32,q,q,all,2,0.8975468975468974,244,154
32,q,q,all,3,0.8972622902561083,244,158
32,q,q,all,4,0.8520021645021645,244,132
32,q,q,C+,oof,0.8616876950210283,612,378
32,q,q,C+,0,0.8002695417789757,123,70
32,q,q,C+,1,0.8959773727215588,123,86
32,q,q,C+,2,0.8975468975468974,122,77
32,q,q,C+,3,0.8972622902561083,122,79
32,q,q,C+,4,0.8520021645021645,122,66
32,q,q,C-,oof,0.8616876950210283,612,378
32,q,q,C-,0,0.8002695417789757,123,70
32,q,q,C-,1,0.8959773727215588,123,86
32,q,q,C-,2,0.8975468975468974,122,77
32,q,q,C-,3,0.8972622902561083,122,79
32,q,q,C-,4,0.8520021645021645,122,66
