layer,train_input,test_input,subset,fold,auroc,n,pos
8,cq,q,all,0,0.7212938005390835,246,140
8,cq,q,all,1,0.8139534883720929,246,172
8,cq,q,all,2,0.7007215007215007,244,154
8,cq,q,all,3,0.7736237856932587,244,158
8,cq,q,all,4,0.8008658008658008,244,132
8,cq,q,C+,oof,0.749717360828472,612,378
8,cq,q,C+,0,0.7212938005390834,123,70
8,cq,q,C+,1,0.813953488372093,123,86
8,cq,q,C+,2,0.7007215007215007,122,77
8,cq,q,C+,3,0.7736237856932587,122,79
8,cq,q,C+,4,0.8008658008658008,122,66
8,cq,q,C-,oof,0.749717360828472,612,378
8,cq,q,C-,0,0.7212938005390834,123,70
8,cq,q,C-,1,0.813953488372093,123,86
8,cq,q,C-,2,0.7007215007215007,122,77
8,cq,q,C-,3,0.7736237856932587,122,79
8,cq,q,C-,4,0.8008658008658008,122,66
9,q,q,all,oof,0.8200379867046534,1224,756
9,q,q,all,0,0.783288409703504,246,140
9,q,q,all,1,0.8394091766184789,246,172
9,q,q,all,2,0.8507936507936508,244,154
9,q,q,all,3,0.8257285840447454,244,158
9,q,q,all,4,0.8303571428571429,244,132
9,q,q,C+,oof,0.8200379867046534,612,378
9,q,q,C+,0,0.783288409703504,123,70
9,q,q,C+,1,0.8394091766184789,123,86
9,q,q,C+,2,0.8507936507936508,122,77
9,q,q,C+,3,0.8257285840447454,122,79
9,q,q,C+,4,0.8303571428571429,122,66
9,q,q,C-,oof,0.8200379867046534,612,378
9,q,q,C-,0,0.783288409703504,123,70
9,q,q,C-,1,0.8394091766184789,123,86
9,q,q,C-,2,0.8507936507936508,122,77
9,q,q,C-,3,0.8257285840447454,122,79
9,q,q,C-,4,0.8303571428571429,122,66
9,q,cq,all,oof,0.6069167458056347,1224,756
9,q,cq,all,0,0.711522911051213,246,140
9,q,cq,all,1,0.6333280955373979,246,172
9,q,cq,all,2,0.6514430014430015,244,154
9,q,cq,all,3,0.6387253458934354,244,158
9,q,cq,all,4,0.6441423160173161,244,132
9,q,cq,C+,oof,0.6091326369104147,612,378
9,q,cq,C+,0,0.7183288409703503,123,70
9,q,cq,C+,1,0.6404776869893148,123,86
9,q,cq,C+,2,0.6499278499278498,122,77
9,q,cq,C+,3,0.6423314689431853,122,79
9,q,cq,C+,4,0.6477272727272727,122,66
9,q,cq,C-,oof,0.6045538823316601,612,378
9,q,cq,C-,0,0.7045822102425876,123,70
9,q,cq,C-,1,0.6266499057196732,123,86
9,q,cq,C-,2,0.6519480519480519,122,77
9,q,cq,C-,3,0.6373270532823079,122,79
9,q,cq,C-,4,0.64258658008658,122,66
9,cq,cq,all,oof,0.7836453669787004,1224,756
9,cq,cq,all,0,0.7758086253369273,246,140
9,cq,cq,all,1,0.8212602137020741,246,172
9,cq,cq,all,2,0.7682539682539683,244,154
9,cq,cq,all,3,0.8178539888136591,244,158
9,cq,cq,all,4,0.7540584415584416,244,132
9,cq,cq,C+,oof,0.7820512820512819,612,378
9,cq,cq,C+,0,0.776010781671159,123,70
9,cq,cq,C+,1,0.826524198617222,123,86
9,cq,cq,C+,2,0.7590187590187589,122,77
9,cq,cq,C+,3,0.8160141301148072,122,79
9,cq,cq,C+,4,0.7537878787878788,122,66
9,cq,cq,C-,oof,0.7851716185049518,612,378
9,cq,cq,C-,0,0.7765498652291105,123,70
9,cq,cq,C-,1,0.8148962916404777,123,86
9,cq,cq,C-,2,0.7757575757575759,122,77
9,cq,cq,C-,3,0.8198410362084191,122,79
9,cq,cq,C-,4,0.7564935064935066,122,66
9,cq,q,all,oof,0.725715642382309,1224,756
9,cq,q,all,0,0.7234501347708895,246,140
9,cq,q,all,1,0.7328724072910119,246,172
9,cq,q,all,2,0.7021645021645022,244,154
9,cq,q,all,3,0.7200471003826906,244,158
9,cq,q,all,4,0.7973484848484849,244,132
9,cq,q,C+,oof,0.7257156423823091,612,378
9,cq,q,C+,0,0.7234501347708895,123,70
9,cq,q,C+,1,0.7328724072910119,123,86
9,cq,q,C+,2,0.7021645021645022,122,77
9,cq,q,C+,3,0.7200471003826906,122,79
9,cq,q,C+,4,0.7973484848484849,122,66
9,cq,q,C-,oof,0.7257156423823091,612,378
9,cq,q,C-,0,0.7234501347708895,123,70
9,cq,q,C-,1,0.7328724072910119,123,86
9,cq,q,C-,2,0.7021645021645022,122,77
9,cq,q,C-,3,0.7200471003826906,122,79
9,cq,q,C-,4,0.7973484848484849,122,66
10,q,q,all,oof,0.8309139420250531,1224,756
10,q,q,all,0,0.7840970350404313,246,140
10,q,q,all,1,0.8472658705216844,246,172
10,q,q,all,2,0.8614718614718615,244,154
10,q,q,all,3,0.8681189284662938,244,158
10,q,q,all,4,0.8203463203463204,244,132
10,q,q,C+,oof,0.8309139420250531,612,378
10,q,q,C+,0,0.7840970350404313,123,70
10,q,q,C+,1,0.8472658705216844,123,86
10,q,q,C+,2,0.8614718614718614,122,77
10,q,q,C+,3,0.8681189284662938,122,79
10,q,q,C+,4,0.8203463203463204,122,66
10,q,q,C-,oof,0.8309139420250531,612,378
10,q,q,C-,0,0.7840970350404313,123,70
10,q,q,C-,1,0.8472658705216844,123,86
10,q,q,C-,2,0.8614718614718614,122,77
10,q,q,C-,3,0.8681189284662938,122,79
10,q,q,C-,4,0.8203463203463204,122,66
10,q,cq,all,oof,0.5629296115407227,1224,756
10,q,cq,all,0,0.7523584905660377,246,140
10,q,cq,all,1,0.5725172847265871,246,172
10,q,cq,all,2,0.5422799422799424,244,154
10,q,cq,all,3,0.5967029732116574,244,158
10,q,cq,all,4,0.5454545454545454,244,132
10,q,cq,C+,oof,0.5623049789716457,612,378
10,q,cq,C+,0,0.7566037735849056,123,70
10,q,cq,C+,1,0.5659962287869265,123,86
10,q,cq,C+,2,0.5408369408369408,122,77
10,q,cq,C+,3,0.590521047983515,122,79
10,q,cq,C+,4,0.5419372294372294,122,66
10,q,cq,C-,oof,0.5635033690589246,612,378
10,q,cq,C-,0,0.7474393530997303,123,70
10,q,cq,C-,1,0.5791954745443118,123,86
10,q,cq,C-,2,0.5440115440115441,122,77
10,q,cq,C-,3,0.6034736532234325,122,79
10,q,cq,C-,4,0.5478896103896104,122,66
10,cq,cq,all,oof,0.794651336318003,1224,756
10,cq,cq,all,0,0.7865902964959569,246,140
10,cq,cq,all,1,0.8273884349465745,246,172
10,cq,cq,all,2,0.7761904761904762,244,154
10,cq,cq,all,3,0.8410362084191934,244,158
10,cq,cq,all,4,0.7661661255411255,244,132
10,cq,cq,C+,oof,0.7920001808890698,612,378
10,cq,cq,C+,0,0.7873315363881401,123,70
10,cq,cq,C+,1,0.829666876178504,123,86
10,cq,cq,C+,2,0.761904761904762,122,77
10,cq,cq,C+,3,0.8398586988519282,122,79
10,cq,cq,C+,4,0.7613636363636364,122,66
10,cq,cq,C-,oof,0.7973590195812417,612,378
10,cq,cq,C-,0,0.7873315363881401,123,70
10,cq,cq,C-,1,0.8268384663733501,123,86
10,cq,cq,C-,2,0.7904761904761903,122,77
10,cq,cq,C-,3,0.8439799823373566,122,79
10,cq,cq,C-,4,0.7697510822510822,122,66
10,cq,q,all,oof,0.7417356306245195,1224,756
10,cq,q,all,0,0.7377358490566037,246,140
10,cq,q,all,1,0.6935889377749843,246,172
10,cq,q,all,2,0.7645021645021645,244,154
10,cq,q,all,3,0.7541948778333823,244,158
10,cq,q,all,4,0.7922077922077922,244,132
10,cq,q,C+,oof,0.7417356306245195,612,378
10,cq,q,C+,0,0.7377358490566037,123,70
10,cq,q,C+,1,0.6935889377749842,123,86
10,cq,q,C+,2,0.7645021645021643,122,77
10,cq,q,C+,3,0.7541948778333823,122,79
10,cq,q,C+,4,0.7922077922077922,122,66
10,cq,q,C-,oof,0.7417356306245195,612,378
10,cq,q,C-,0,0.7377358490566037,123,70
10,cq,q,C-,1,0.6935889377749842,123,86
10,cq,q,C-,2,0.7645021645021643,122,77
10,cq,q,C-,3,0.7541948778333823,122,79
10,cq,q,C-,4,0.7922077922077922,122,66
11,q,q,all,oof,0.8432030932030931,1224,756
11,q,q,all,0,0.8021563342318059,246,140
11,q,q,all,1,0.8488372093023256,246,172
11,q,q,all,2,0.8686868686868687,244,154
11,q,q,all,3,0.869296438033559,244,158
11,q,q,all,4,0.8552489177489178,244,132
11,q,q,C+,oof,0.8432030932030932,612,378
11,q,q,C+,0,0.8021563342318059,123,70
11,q,q,C+,1,0.8488372093023255,123,86
11,q,q,C+,2,0.8686868686868687,122,77
11,q,q,C+,3,0.869296438033559,122,79
11,q,q,C+,4,0.8552489177489176,122,66
11,q,q,C-,oof,0.8432030932030932,612,378
11,q,q,C-,0,0.8021563342318059,123,70
11,q,q,C-,1,0.8488372093023255,123,86
11,q,q,C-,2,0.8686868686868687,122,77
11,q,q,C-,3,0.869296438033559,122,79
11,q,q,C-,4,0.8552489177489176,122,66
11,q,cq,all,oof,0.49941776330665216,1224,756
11,q,cq,all,0,0.7004043126684636,246,140
11,q,cq,all,1,0.4412319296040226,246,172
11,q,cq,all,2,0.5121212121212121,244,154
11,q,cq,all,3,0.4374448042390344,244,158
11,q,cq,all,4,0.4738906926406926,244,132
11,q,cq,C+,oof,0.4964161353050242,612,378
11,q,cq,C+,0,0.7094339622641509,123,70
11,q,cq,C+,1,0.44091766184789444,123,86
11,q,cq,C+,2,0.5053391053391054,122,77
11,q,cq,C+,3,0.4292022372681778,122,79
11,q,cq,C+,4,0.4678030303030303,122,66
11,q,cq,C-,oof,0.5022611133722245,612,378
11,q,cq,C-,0,0.6913746630727762,123,70
11,q,cq,C-,1,0.44091766184789444,123,86
11,q,cq,C-,2,0.5203463203463203,122,77
11,q,cq,C-,3,0.44450986164262585,122,79
11,q,cq,C-,4,0.47970779220779214,122,66
11,cq,cq,all,oof,0.7773255551033329,1224,756
11,cq,cq,all,0,0.7659029649595687,246,140
11,cq,cq,all,1,0.8072752985543683,246,172
11,cq,cq,all,2,0.7943001443001444,244,154
11,cq,cq,all,3,0.8311745657933471,244,158
11,cq,cq,all,4,0.7215909090909092,244,132
11,cq,cq,C+,oof,0.7772690272690272,612,378
11,cq,cq,C+,0,0.7703504043126684,123,70
11,cq,cq,C+,1,0.8161533626649906,123,86
11,cq,cq,C+,2,0.7933621933621935,122,77
11,cq,cq,C+,3,0.8307329997056225,122,79
11,cq,cq,C+,4,0.7150974025974026,122,66
11,cq,cq,C-,oof,0.7777212499434722,612,378
11,cq,cq,C-,0,0.7628032345013477,123,70
11,cq,cq,C-,1,0.7994971715901948,123,86
11,cq,cq,C-,2,0.7965367965367965,122,77
11,cq,cq,C-,3,0.8298498675301736,122,79
11,cq,cq,C-,4,0.7307900432900432,122,66
11,cq,q,all,oof,0.7616899561344005,1224,756
11,cq,q,all,0,0.7080862533692722,246,140
11,cq,q,all,1,0.7592708988057826,246,172
11,cq,q,all,2,0.7711399711399711,244,154
11,cq,q,all,3,0.8142478657639094,244,158
11,cq,q,all,4,0.8208874458874459,244,132
11,cq,q,C+,oof,0.7616899561344006,612,378
11,cq,q,C+,0,0.7080862533692722,123,70
11,cq,q,C+,1,0.7592708988057826,123,86
11,cq,q,C+,2,0.7711399711399711,122,77
11,cq,q,C+,3,0.8142478657639094,122,79
11,cq,q,C+,4,0.820887445887446,122,66
11,cq,q,C-,oof,0.7616899561344006,612,378
11,cq,q,C-,0,0.7080862533692722,123,70
11,cq,q,C-,1,0.7592708988057826,123,86
11,cq,q,C-,2,0.7711399711399711,122,77
11,cq,q,C-,3,0.8142478657639094,122,79
11,cq,q,C-,4,0.820887445887446,122,66
12,q,q,all,oof,0.841337674671008,1224,756
12,q,q,all,0,0.8035040431266847,246,140
12,q,q,all,1,0.845065996228787,246,172
12,q,q,all,2,0.8603174603174603,244,154
12,q,q,all,3,0.8731233441271711,244,158
12,q,q,all,4,0.8498376623376622,244,132
12,q,q,C+,oof,0.8413376746710082,612,378
12,q,q,C+,0,0.8035040431266848,123,70
12,q,q,C+,1,0.845065996228787,123,86
12,q,q,C+,2,0.8603174603174603,122,77
12,q,q,C+,3,0.8731233441271711,122,79
12,q,q,C+,4,0.8498376623376623,122,66
12,q,q,C-,oof,0.8413376746710082,612,378
12,q,q,C-,0,0.8035040431266848,123,70
12,q,q,C-,1,0.845065996228787,123,86
12,q,q,C-,2,0.8603174603174603,122,77
12,q,q,C-,3,0.8731233441271711,122,79
12,q,q,C-,4,0.8498376623376623,122,66
12,q,cq,all,oof,0.5288348482792927,1224,756
12,q,cq,all,0,0.6933962264150944,246,140
12,q,cq,all,1,0.5760527969830296,246,172
12,q,cq,all,2,0.5459595959595961,244,154
12,q,cq,all,3,0.5051516043567854,244,158
12,q,cq,all,4,0.4651650432900433,244,132
12,q,cq,C+,oof,0.5296997241441685,612,378
12,q,cq,C+,0,0.711320754716981,123,70
12,q,cq,C+,1,0.5845380263984915,123,86
12,q,cq,C+,2,0.5336219336219337,122,77
12,q,cq,C+,3,0.49779216956137773,122,79
12,q,cq,C+,4,0.456439393939394,122,66
12,q,cq,C-,oof,0.5279134445801112,612,378
12,q,cq,C-,0,0.6743935309973046,123,70
12,q,cq,C-,1,0.5713387806411062,123,86
12,q,cq,C-,2,0.5581529581529581,122,77
12,q,cq,C-,3,0.5122166617603767,122,79
12,q,cq,C-,4,0.47429653679653677,122,66
12,cq,cq,all,oof,0.7982097634875412,1224,756
12,cq,cq,all,0,0.8144204851752022,246,140
12,cq,cq,all,1,0.7931332495285984,246,172
12,cq,cq,all,2,0.787012987012987,244,154
12,cq,cq,all,3,0.852075360612305,244,158
12,cq,cq,all,4,0.755073051948052,244,132
12,cq,cq,C+,oof,0.8022543300321079,612,378
12,cq,cq,C+,0,0.8234501347708895,123,70
12,cq,cq,C+,1,0.8073538654934005,123,86
12,cq,cq,C+,2,0.784992784992785,122,77
12,cq,cq,C+,3,0.8569325875772741,122,79
12,cq,cq,C+,4,0.7505411255411256,122,66
12,cq,cq,C-,oof,0.7944082666304888,612,378
12,cq,cq,C-,0,0.8061994609164421,123,70
12,cq,cq,C-,1,0.7809553739786297,123,86
12,cq,cq,C-,2,0.789033189033189,122,77
12,cq,cq,C-,3,0.8475125110391521,122,79
12,cq,cq,C-,4,0.761634199134199,122,66
12,cq,q,all,oof,0.7588409532853978,1224,756
12,cq,q,all,0,0.7296495956873316,246,140
12,cq,q,all,1,0.7655562539283469,246,172
12,cq,q,all,2,0.8005772005772006,244,154
12,cq,q,all,3,0.8068884309685015,244,158
12,cq,q,all,4,0.8203463203463204,244,132
12,cq,q,C+,oof,0.7588409532853977,612,378
12,cq,q,C+,0,0.7296495956873316,123,70
12,cq,q,C+,1,0.7655562539283469,123,86
12,cq,q,C+,2,0.8005772005772006,122,77
12,cq,q,C+,3,0.8068884309685015,122,79
12,cq,q,C+,4,0.8203463203463204,122,66
12,cq,q,C-,oof,0.7588409532853977,612,378
12,cq,q,C-,0,0.7296495956873316,123,70
12,cq,q,C-,1,0.7655562539283469,123,86
12,cq,q,C-,2,0.8005772005772006,122,77
12,cq,q,C-,3,0.8068884309685015,122,79
12,cq,q,C-,4,0.8203463203463204,122,66
13,q,q,all,oof,0.8483132094243206,1224,756
13,q,q,all,0,0.8277628032345014,246,140
13,q,q,all,1,0.8673790069138906,246,172
13,q,q,all,2,0.8626262626262626,244,154
13,q,q,all,3,0.885487194583456,244,158
13,q,q,all,4,0.8349567099567099,244,132
13,q,q,C+,oof,0.8483132094243205,612,378
13,q,q,C+,0,0.8277628032345014,123,70
13,q,q,C+,1,0.8673790069138906,123,86
13,q,q,C+,2,0.8626262626262626,122,77
13,q,q,C+,3,0.8854871945834559,122,79
13,q,q,C+,4,0.83495670995671,122,66
13,q,q,C-,oof,0.8483132094243205,612,378
13,q,q,C-,0,0.8277628032345014,123,70
13,q,q,C-,1,0.8673790069138906,123,86
13,q,q,C-,2,0.8626262626262626,122,77
13,q,q,C-,3,0.8854871945834559,122,79
13,q,q,C-,4,0.83495670995671,122,66
13,q,cq,all,oof,0.4478785103785104,1224,756
13,q,cq,all,0,0.49966307277628036,246,140
13,q,cq,all,1,0.46747328724072906,246,172
13,q,cq,all,2,0.42857142857142855,244,154
13,q,cq,all,3,0.44738004121283487,244,158
13,q,cq,all,4,0.39650974025974023,244,132
13,q,cq,C+,oof,0.44915886582553255,612,378
13,q,cq,C+,0,0.5102425876010782,123,70
13,q,cq,C+,1,0.4657448145820239,123,86
13,q,cq,C+,2,0.42222222222222217,122,77
13,q,cq,C+,3,0.4498086546953194,122,79
13,q,cq,C+,4,0.3814935064935065,122,66
13,q,cq,C-,oof,0.44566544566544564,612,378
13,q,cq,C-,0,0.48625336927223717,123,70
13,q,cq,C-,1,0.4707730986800754,123,86
13,q,cq,C-,2,0.434054834054834,122,77
13,q,cq,C-,3,0.44215484250809534,122,79
13,q,cq,C-,4,0.4099025974025974,122,66
13,cq,cq,all,oof,0.8140601682268348,1224,756
13,cq,cq,all,0,0.8109838274932615,246,140
13,cq,cq,all,1,0.8129321181646763,246,172
13,cq,cq,all,2,0.8114718614718615,244,154
13,cq,cq,all,3,0.8529584927877539,244,158
13,cq,cq,all,4,0.7858495670995671,244,132
13,cq,cq,C+,oof,0.815594898928232,612,378
13,cq,cq,C+,0,0.8169811320754717,123,70
13,cq,cq,C+,1,0.8258956631049654,123,86
13,cq,cq,C+,2,0.8075036075036075,122,77
13,cq,cq,C+,3,0.8569325875772741,122,79
13,cq,cq,C+,4,0.7757034632034633,122,66
13,cq,cq,C-,oof,0.813175507619952,612,378
13,cq,cq,C-,0,0.8053908355795149,123,70
13,cq,cq,C-,1,0.8013827781269641,123,86
13,cq,cq,C-,2,0.8158730158730159,122,77
13,cq,cq,C-,3,0.8507506623491315,122,79
13,cq,cq,C-,4,0.7957251082251082,122,66
13,cq,q,all,oof,0.7447203002758558,1224,756
13,cq,q,all,0,0.7078167115902965,246,140
13,cq,q,all,1,0.8177247014456317,246,172
13,cq,q,all,2,0.7621933621933622,244,154
13,cq,q,all,3,0.7686193700323816,244,158
13,cq,q,all,4,0.7740800865800865,244,132
13,cq,q,C+,oof,0.7447203002758558,612,378
13,cq,q,C+,0,0.7078167115902965,123,70
13,cq,q,C+,1,0.8177247014456317,123,86
13,cq,q,C+,2,0.7621933621933622,122,77
13,cq,q,C+,3,0.7686193700323816,122,79
13,cq,q,C+,4,0.7740800865800864,122,66
13,cq,q,C-,oof,0.7447203002758558,612,378
13,cq,q,C-,0,0.7078167115902965,123,70
13,cq,q,C-,1,0.8177247014456317,123,86
13,cq,q,C-,2,0.7621933621933622,122,77
13,cq,q,C-,3,0.7686193700323816,122,79
13,cq,q,C-,4,0.7740800865800864,122,66
14,q,q,all,oof,0.8471713471713473,1224,756
14,q,q,all,0,0.8315363881401617,246,140
14,q,q,all,1,0.8632935260842236,246,172
14,q,q,all,2,0.8516594516594516,244,154
14,q,q,all,3,0.8904916102443332,244,158
14,q,q,all,4,0.827922077922078,244,132
14,q,q,C+,oof,0.8471713471713471,612,378
14,q,q,C+,0,0.8315363881401617,123,70
14,q,q,C+,1,0.8632935260842237,123,86
14,q,q,C+,2,0.8516594516594517,122,77
14,q,q,C+,3,0.8904916102443332,122,79
14,q,q,C+,4,0.8279220779220778,122,66
14,q,q,C-,oof,0.8471713471713471,612,378
14,q,q,C-,0,0.8315363881401617,123,70
14,q,q,C-,1,0.8632935260842237,123,86
14,q,q,C-,2,0.8516594516594517,122,77
14,q,q,C-,3,0.8904916102443332,122,79
14,q,q,C-,4,0.8279220779220778,122,66
14,q,cq,all,oof,0.5438627730294397,1224,756
14,q,cq,all,0,0.6188679245283019,246,140
14,q,cq,all,1,0.5958516656191074,246,172
14,q,cq,all,2,0.5556277056277056,244,154
14,q,cq,all,3,0.6188548719458346,244,158
14,q,cq,all,4,0.43337391774891776,244,132
14,q,cq,C+,oof,0.5407678741012074,612,378
14,q,cq,C+,0,0.6336927223719677,123,70
14,q,cq,C+,1,0.6209930861093652,123,86
14,q,cq,C+,2,0.5336219336219336,122,77
14,q,cq,C+,3,0.6093612010597587,122,79
14,q,cq,C+,4,0.41450216450216454,122,66
14,q,cq,C-,oof,0.548297381630715,612,378
14,q,cq,C-,0,0.6091644204851752,123,70
14,q,cq,C-,1,0.5678818353236958,123,86
14,q,cq,C-,2,0.5812409812409812,122,77
14,q,cq,C-,3,0.6317338828377981,122,79
14,q,cq,C-,4,0.45292207792207795,122,66
14,cq,cq,all,oof,0.809337267670601,1224,756
14,cq,cq,all,0,0.7703504043126685,246,140
14,cq,cq,all,1,0.82110307982401,246,172
14,cq,cq,all,2,0.8274891774891776,244,154
14,cq,cq,all,3,0.8583308801884015,244,158
14,cq,cq,all,4,0.7858495670995671,244,132
14,cq,cq,C+,oof,0.8099081987970876,612,378
14,cq,cq,C+,0,0.7754716981132075,123,70
14,cq,cq,C+,1,0.8287240729101194,123,86
14,cq,cq,C+,2,0.8207792207792208,122,77
14,cq,cq,C+,3,0.8601707388872535,122,79
14,cq,cq,C+,4,0.7805735930735931,122,66
14,cq,cq,C-,oof,0.809840365395921,612,378
14,cq,cq,C-,0,0.77088948787062,123,70
14,cq,cq,C-,1,0.8152105593966059,123,86
14,cq,cq,C-,2,0.8337662337662338,122,77
14,cq,cq,C-,3,0.8563438327936415,122,79
14,cq,cq,C-,4,0.7938311688311689,122,66
14,cq,q,all,oof,0.7031158142269253,1224,756
14,cq,q,all,0,0.7123989218328841,246,140
14,cq,q,all,1,0.7385292269013198,246,172
14,cq,q,all,2,0.707936507936508,244,154
14,cq,q,all,3,0.7739181630850751,244,158
14,cq,q,all,4,0.719426406926407,244,132
14,cq,q,C+,oof,0.7031158142269254,612,378
14,cq,q,C+,0,0.7123989218328842,123,70
14,cq,q,C+,1,0.7385292269013198,123,86
14,cq,q,C+,2,0.7079365079365079,122,77
14,cq,q,C+,3,0.773918163085075,122,79
14,cq,q,C+,4,0.7194264069264068,122,66
14,cq,q,C-,oof,0.7031158142269254,612,378
14,cq,q,C-,0,0.7123989218328842,123,70
14,cq,q,C-,1,0.7385292269013198,123,86
14,cq,q,C-,2,0.7079365079365079,122,77
14,cq,q,C-,3,0.773918163085075,122,79
14,cq,q,C-,4,0.7194264069264068,122,66
15,q,q,all,oof,0.8555261610817166,1224,756
15,q,q,all,0,0.8487870619946092,246,140
15,q,q,all,1,0.863607793840352,246,172
15,q,q,all,2,0.8672438672438672,244,154
15,q,q,all,3,0.884604062408007,244,158
15,q,q,all,4,0.8262987012987013,244,132
15,q,q,C+,oof,0.8555261610817166,612,378
15,q,q,C+,0,0.8487870619946092,123,70
15,q,q,C+,1,0.863607793840352,123,86
15,q,q,C+,2,0.8672438672438672,122,77
15,q,q,C+,3,0.884604062408007,122,79
15,q,q,C+,4,0.8262987012987013,122,66
15,q,q,C-,oof,0.8555261610817166,612,378
15,q,q,C-,0,0.8487870619946092,123,70
15,q,q,C-,1,0.863607793840352,123,86
15,q,q,C-,2,0.8672438672438672,122,77
15,q,q,C-,3,0.884604062408007,122,79
15,q,q,C-,4,0.8262987012987013,122,66
15,q,cq,all,oof,0.5063904716682495,1224,756
15,q,cq,all,0,0.6087601078167115,246,140
15,q,cq,all,1,0.48585795097423,246,172
15,q,cq,all,2,0.5448773448773448,244,154
15,q,cq,all,3,0.5681483662054755,244,158
15,q,cq,all,4,0.38981331168831174,244,132
15,q,cq,C+,oof,0.5156355989689324,612,378
15,q,cq,C+,0,0.6331536388140162,123,70
15,q,cq,C+,1,0.5094280326838467,123,86
15,q,cq,C+,2,0.5304473304473305,122,77
15,q,cq,C+,3,0.57256402708272,122,79
15,q,cq,C+,4,0.4015151515151515,122,66
15,q,cq,C-,oof,0.49889205444761,612,378
15,q,cq,C-,0,0.5927223719676549,123,70
15,q,cq,C-,1,0.4604022627278441,123,86
15,q,cq,C-,2,0.5627705627705627,122,77
15,q,cq,C-,3,0.5625551957609656,122,79
15,q,cq,C-,4,0.3806818181818182,122,66
15,cq,cq,all,oof,0.8106345814679148,1224,756
15,cq,cq,all,0,0.7716307277628032,246,140
15,cq,cq,all,1,0.8181961030798239,246,172
15,cq,cq,all,2,0.8388167388167388,244,154
15,cq,cq,all,3,0.8608330880188402,244,158
15,cq,cq,all,4,0.7929518398268399,244,132
15,cq,cq,C+,oof,0.8122936734047845,612,378
15,cq,cq,C+,0,0.7754716981132076,123,70
15,cq,cq,C+,1,0.8208673790069139,123,86
15,cq,cq,C+,2,0.8424242424242425,122,77
15,cq,cq,C+,3,0.8607594936708861,122,79
15,cq,cq,C+,4,0.7903138528138529,122,66
15,cq,cq,C-,oof,0.8092750870528647,612,378
15,cq,cq,C-,0,0.7679245283018867,123,70
15,cq,cq,C-,1,0.8170961659333752,123,86
15,cq,cq,C-,2,0.8372294372294372,122,77
15,cq,cq,C-,3,0.8625257580217839,122,79
15,cq,cq,C-,4,0.7954545454545454,122,66
15,cq,q,all,oof,0.6938226382670828,1224,756
15,cq,q,all,0,0.64366576819407,246,140
15,cq,q,all,1,0.782840980515399,246,172
15,cq,q,all,2,0.6894660894660894,244,154
15,cq,q,all,3,0.7447748012952604,244,158
15,cq,q,all,4,0.6812770562770561,244,132
15,cq,q,C+,oof,0.6938226382670827,612,378
15,cq,q,C+,0,0.6436657681940701,123,70
15,cq,q,C+,1,0.7828409805153991,123,86
15,cq,q,C+,2,0.6894660894660894,122,77
15,cq,q,C+,3,0.7447748012952605,122,79
15,cq,q,C+,4,0.6812770562770563,122,66
15,cq,q,C-,oof,0.6938226382670827,612,378
15,cq,q,C-,0,0.6436657681940701,123,70
15,cq,q,C-,1,0.7828409805153991,123,86
15,cq,q,C-,2,0.6894660894660894,122,77
15,cq,q,C-,3,0.7447748012952605,122,79
15,cq,q,C-,4,0.6812770562770563,122,66
16,q,q,all,oof,0.8539094650205761,1224,756
16,q,q,all,0,0.8509433962264151,246,140
16,q,q,all,1,0.8824638592080453,246,172
16,q,q,all,2,0.8643578643578642,244,154
16,q,q,all,3,0.8572269649690903,244,158
16,q,q,all,4,0.8176406926406926,244,132
16,q,q,C+,oof,0.8539094650205761,612,378
16,q,q,C+,0,0.8509433962264151,123,70
16,q,q,C+,1,0.8824638592080453,123,86
16,q,q,C+,2,0.8643578643578644,122,77
16,q,q,C+,3,0.8572269649690902,122,79
16,q,q,C+,4,0.8176406926406926,122,66
16,q,q,C-,oof,0.8539094650205761,612,378
16,q,q,C-,0,0.8509433962264151,123,70
16,q,q,C-,1,0.8824638592080453,123,86
16,q,q,C-,2,0.8643578643578644,122,77
16,q,q,C-,3,0.8572269649690902,122,79
16,q,q,C-,4,0.8176406926406926,122,66
16,q,cq,all,oof,0.5786132591688147,1224,756
16,q,cq,all,0,0.6651617250673855,246,140
16,q,cq,all,1,0.5362193588937775,246,172
16,q,cq,all,2,0.598989898989899,244,154
16,q,cq,all,3,0.5978804827789226,244,158
16,q,cq,all,4,0.5146103896103896,244,132
16,q,cq,C+,oof,0.5857753357753357,612,378
16,q,cq,C+,0,0.6886792452830189,123,70
16,q,cq,C+,1,0.5587680703959773,123,86
16,q,cq,C+,2,0.6005772005772005,122,77
16,q,cq,C+,3,0.588754783632617,122,79
16,q,cq,C+,4,0.5216450216450216,122,66
16,q,cq,C-,oof,0.5756907701352145,612,378
16,q,cq,C-,0,0.6466307277628032,123,70
16,q,cq,C-,1,0.5207416719044626,123,86
16,q,cq,C-,2,0.5994227994227994,122,77
16,q,cq,C-,3,0.6078893141006771,122,79
16,q,cq,C-,4,0.5156926406926406,122,66
16,cq,cq,all,oof,0.8046256726812282,1224,756
16,cq,cq,all,0,0.7565363881401617,246,140
16,cq,cq,all,1,0.8239314896291641,246,172
16,cq,cq,all,2,0.8297258297258298,244,154
16,cq,cq,all,3,0.8504562849573152,244,158
16,cq,cq,all,4,0.782805735930736,244,132
16,cq,cq,C+,oof,0.8071609460498349,612,378
